R147=7,232,33,14,6,0
R148=7,242,34,22,5,0
R149=7,269,34,21,5,0
R150=7,289,35,35,5,0
R151=7,309,37,50,4,0
R152=7,339,42,45,4,0
R153=7,369,49,0,3,0
R154=7,399,56,7,3,0
R155=8,0,56,7,3,0
R156=8,30,63,3,3,0
R157=8,60,69,29,3,0
R158=8,90,74,41,3,0
R159=8,110,77,14,3,0
R160=8,130,78,53,2,0
R161=8,150,79,17,2,0
R162=8,165,78,45,2,0
R163=8,175,78,3,2,0
R164=8,185,77,2,2,0
R165=8,195,77,47,3,0
R166=8,204,74,33,3,0
R167=8,214,73,10,3,0
R168=8,224,71,55,2,0
R169=8,234,70,54,2,0
R170=8,249,69,55,2,0
R171=8,269,69,44,2,0
R172=8,289,70,45,2,0
R173=8,309,72,49,1,0
R174=8,339,77,21,1,0
R175=8,369,83,24,1,0
R176=8,399,90,8,1,0
R177=9,0,90,8,1,0
R178=9,30,97,0,0,0
R179=9,60,103,11,-1,0
R180=9,90,108,14,-1,0
R181=9,110,110,41,-1,0
R182=9,130,112,11,-1,0
R183=9,150,112,35,-1,0
R184=9,165,112,0,-2,0
R185=9,175,111,18,-2,0
R186=9,185,110,17,-2,0
R187=9,195,109,12,-2,0
R188=9,204,107,51,-2,0
R189=9,214,106,28,-2,0
R190=9,224,105,14,-2,0
R191=9,234,104,11,-2,0
R192=9,249,103,11,-2,0
R193=9,269,102,59,-2,0
R194=9,289,103,54,-2,0
R195=9,309,105,50,-2,0
R196=9,339,110,17,-2,0
R197=9,369,116,2,-3,0
R198=9,399,122,33,-3,0
R199=10,0,122,33,-3,0
R200=10,30,129,12,-3,0
R201=10,60,135,5,-4,0
R202=10,90,139,56,-4,0
R203=10,110,142,11,-5,0
R204=10,130,143,28,-5,0
R205=10,150,143,42,-5,0
R206=10,165,143,4,-5,0
R207=10,175,142,14,-5,0
R208=10,185,141,14,-6,0
R209=10,195,139,59,-6,0
R210=10,204,138,41,-6,0
R211=10,214,137,23,-6,0
R212=10,224,136,15,-6,0
R213=10,234,135,16,-5,0
R214=10,249,134,21,-5,0
R215=10,269,134,13,-5,0
R216=10,289,135,13,-5,0
R217=10,309,137,28,-5,0
R218=10,339,141,34,-4,0
R219=10,369,147,18,-4,0
R220=10,399,153,42,-4,0
R221=11,0,153,42,-4,0
R222=11,30,160,12,-5,0
R223=11,60,165,59,-5,0
R224=11,90,170,32,-5,0
R225=11,110,172,37,-5,0
R226=11,130,173,45,-6,0
R227=11,150,173,48,-6,0
R228=11,165,173,0,-6,0
R229=11,175,172,7,-6,0
R230=11,185,171,1,-7,0
R231=11,195,169,47,-7,0
R232=11,204,168,30,-7,0
R233=11,214,167,12,-7,0
R234=11,224,166,7,-7,0
R235=11,234,165,13,-6,0
R236=11,249,164,26,-6,0
R237=11,269,164,28,-6,0
R238=11,289,165,37,-5,0
R239=11,309,167,42,-5,0
R240=11,339,172,16,-5,0
R241=11,369,178,3,-5,0
R242=11,399,184,31,-5,0
