R250=7,350,237,8,25,0
R251=7,360,234,58,30,0
R252=7,370,231,1,32,0
R253=7,380,228,25,31,0
R254=7,390,227,37,23,0
R255=7,400,227,7,28,0
R256=7,410,225,3,25,0
R257=7,420,230,13,23,0
R258=7,430,233,35,22,0
R259=7,440,237,34,18,0
R260=7,450,242,19,16,0
R261=7,465,250,1,15,0
R262=7,480,259,9,14,0
R263=7,495,268,29,12,0
R264=7,510,278,8,11,0
R265=7,530,291,47,11,0
R266=7,550,305,52,11,0
R267=7,570,320,13,9,0
R268=7,600,341,51,7,0
R269=7,630,3,5,3,0
R270=7,660,23,38,-1,0
R271=7,700,49,57,-6,0
R272=7,740,75,45,-6,0
R273=7,780,101,13,-7,0
R274=8,0,101,13,-7,0
R275=8,40,126,55,-6,0
R276=8,80,152,9,-7,0
R277=8,120,177,25,-6,0
R278=8,150,195,51,-2,0
R279=8,180,214,50,-1,0
R280=8,210,234,7,3,0
R281=8,230,247,5,5,0
R282=8,250,260,5,9,0
R283=8,270,272,36,12,0
R284=8,281,280,41,14,0
R285=8,300,290,10,16,0
R286=8,315,297,50,18,0
R287=8,330,304,10,20,0
R288=8,340,307,28,24,0
R289=8,350,309,43,26,0
R290=8,360,310,37,32,0
R291=8,370,310,49,29,0
R292=8,380,309,1,35,0
R293=8,390,306,28,39,0
R294=8,400,303,48,39,0
R295=8,410,301,51,32,0
R296=8,420,301,41,28,0
R297=8,430,301,51,28,0
R298=8,440,303,40,25,0
R299=8,450,306,41,22,0
R300=8,465,311,37,19,0
R301=8,480,322,47,16,0
R302=8,490,328,54,13,0
R303=8,510,336,31,10,0
R304=8,530,348,34,6,0
R305=8,550,3,57,3,0
R306=8,570,13,24,1,0
R307=8,600,32,4,-4,0
R308=8,630,50,32,-5,0
R309=8,660,69,0,-7,0
R310=8,700,93,51,-7,0
R311=8,740,119,16,-6,0
R312=8,780,144,51,-7,0
R313=9,0,144,51,-7,0
R314=9,40,170,26,-6,0
R315=9,80,196,32,-3,0
R316=9,120,223,43,1,0
R317=9,150,244,56,5,0
R318=9,180,266,46,7,0
R319=9,210,288,47,10,0
R320=9,230,303,14,10,0
R321=9,250,317,20,10,0
R322=9,270,330,57,11,0
R323=9,285,340,56,12,0
R324=9,300,350,21,11,0
R325=9,315,359,31,15,0
R326=9,330,7,43,15,0
R327=9,340,12,41,16,0
R328=9,350,15,42,16,0
R329=9,360,20,5,17,0
R330=9,370,22,26,18,0
R331=9,380,23,33,18,0
R332=9,390,23,39,18,0
R333=9,400,21,38,20,0
R334=9,410,18,51,20,0
R335=9,420,15,41,18,0
R336=9,430,13,1,15,0
R337=9,440,11,20,13,0
R338=9,450,11,0,7,0
R339=9,465,12,40,4,0
R340=9,480,16,25,1,0
R341=9,495,21,40,-3,0
R342=9,510,27,57,-5,0
R343=9,530,37,27,-6,0
R344=9,550,47,51,-7,0
R345=9,570,53,45,-7,0
R346=9,600,75,56,-8,0
R347=9,630,93,45,-7,0
R348=9,660,112,13,-6,0
R349=9,700,137,16,-3,0
R350=9,740,162,50,-5,0
R351=9,780,189,18,-3,0
R352=10,0,189,18,-3,0
R353=10,40,217,9,1,0
R354=10,80,246,33,6,0
R355=10,120,277,0,8,0
R356=10,150,299,57,8,0
R357=10,180,322,31,8,0
R358=10,210,344,51,9,0
R359=10,230,39,40,8,0
R360=10,220,14,1,8,0
R361=10,210,217,43,6,0
R362=10,285,37,27,5,0
R363=10,300,46,36,3,0
R364=10,315,54,47,1,0
R365=10,330,62,2,-3,0
R366=10,340,36,3,-4,0
R367=10,350,69,24,-7,0
R368=10,360,71,48,-9,0
R369=10,370,73,11,-11,0
R370=10,380,73,32,-15,0
R371=10,390,72,29,-16,0
R372=10,400,69,59,-17,0
R373=10,410,66,39,-18,0
R374=10,410,63,48,-19,0
R375=10,430,59,8,-17,0
R376=10,440,56,47,-16,0
R377=10,450,55,35,-15,0
R378=10,465,56,14,-14,0
R379=10,480,59,17,-13,0
R380=10,495,64,2,-11,0
